48|18
22|59
22|85
27|94
27|26
27|49
14|65
14|19
14|59
14|18
58|42
58|86
58|59
58|78
58|51
95|44
95|65
95|35
95|49
95|36
95|46
46|59
46|37
46|26
46|86
46|17
46|62
46|78
49|22
49|75
49|94
49|72
49|55
49|37
49|78
49|53
55|95
55|98
55|26
55|79
55|37
55|54
55|17
55|32
55|63
32|46
32|35
32|58
32|48
32|21
32|11
32|72
32|13
32|87
32|33
41|36
41|95
41|44
41|98
41|46
41|32
41|62
41|19
41|27
41|99
41|63
51|65
51|59
51|63
51|89
51|26
51|98
51|97
51|79
51|39
51|99
51|17
51|44
53|14
53|54
53|97
53|94
53|26
53|51
53|79
53|59
53|65
53|18
53|86
53|55
53|41
37|24
37|19
37|97
37|86
37|68
37|59
37|18
37|89
37|95
37|39
37|27
37|41
37|65
37|36
79|27
79|32
79|73
79|87
79|44
79|72
79|78
79|69
79|63
79|75
79|48
79|11
79|47
79|22
79|39
39|75
39|87
39|53
39|11
39|27
39|62
39|14
39|33
39|94
39|73
39|85
39|68
39|78
39|21
39|42
39|58
13|33
13|78
13|11
13|17
13|75
13|14
13|94
13|72
13|47
13|22
13|46
13|69
13|21
13|85
13|26
13|48
13|55
59|27
59|13
59|79
59|35
59|18
59|65
59|24
59|89
59|19
59|63
59|54
59|49
59|36
59|41
59|95
59|21
59|44
59|87
65|22
65|98
65|48
65|44
65|24
65|89
65|39
65|87
65|79
65|46
65|72
65|73
65|62
65|68
65|32
65|21
65|58
65|13
65|63
17|19
17|36
17|37
17|97
17|68
17|59
17|95
17|41
17|79
17|39
17|54
17|63
17|65
17|89
17|99
17|32
17|86
17|24
17|18
17|44
85|54
85|59
85|37
85|32
85|89
85|55
85|98
85|97
85|44
85|19
85|26
85|95
85|24
85|99
85|65
85|86
85|51
85|94
85|17
85|41
85|18
35|69
35|46
35|48
35|47
35|39
35|53
35|14
35|11
35|13
35|87
35|72
35|22
35|33
35|62
35|75
35|78
35|42
35|27
35|58
35|49
35|21
35|85
26|19
26|44
26|89
26|63
26|95
26|87
26|41
26|86
26|59
26|73
26|35
26|79
26|32
26|39
26|98
26|24
26|97
26|99
26|68
26|18
26|36
26|37
26|65
47|98
47|37
47|17
47|14
47|94
47|85
47|59
47|95
47|41
47|69
47|86
47|65
47|42
47|36
47|51
47|55
47|97
47|26
47|54
47|19
47|24
47|53
47|99
47|18
75|94
75|42
75|65
75|17
75|26
75|53
75|51
75|98
75|41
75|55
75|14
75|95
75|85
75|97
75|37
75|69
75|86
75|18
75|36
75|54
75|59
75|78
75|19
75|47
68|55
68|47
68|48
68|69
68|46
68|33
68|58
68|62
68|11
68|27
68|78
68|42
68|53
68|51
68|94
68|21
68|22
68|75
68|73
68|72
68|85
68|14
68|13
68|49
36|24
36|63
36|22
36|58
36|48
36|39
36|27
36|99
36|79
36|35
36|44
36|87
36|32
36|46
36|21
36|68
36|33
36|49
36|62
36|13
36|11
36|73
36|72
36|89
44|53
44|47
44|14
44|62
44|87
44|21
44|75
44|27
44|73
44|39
44|35
44|72
44|49
44|46
44|33
44|58
44|11
44|68
44|63
44|78
44|22
44|69
44|48
44|13
87|62
87|22
87|94
87|42
87|85
87|58
87|49
87|73
87|69
87|75
87|68
87|47
87|78
87|33
87|11
87|14
87|72
87|51
87|46
87|48
87|21
87|53
87|27
87|13
98|58
98|32
98|73
98|68
98|48
98|27
98|87
98|36
98|13
98|21
98|22
98|44
98|24
98|99
98|62
98|89
98|33
98|39
98|63
98|79
98|46
98|35
98|49
98|72
54|73
54|68
54|49
54|35
54|95
54|32
54|19
54|39
54|41
54|89
54|24
54|13
54|21
54|79
54|87
54|63
54|99
54|44
54|27
54|62
54|65
54|46
54|36
54|98
33|17
33|97
33|37
33|75
33|65
33|86
33|55
33|18
33|26
33|47
33|19
33|41
33|53
33|11
33|95
33|51
33|54
33|14
33|94
33|78
33|85
33|42
33|59
33|69
19|44
19|65
19|98
19|13
19|73
19|68
19|62
19|63
19|36
19|35
19|46
19|24
19|21
19|22
19|39
19|27
19|79
19|89
19|58
19|99
19|49
19|32
19|87
19|48
97|24
97|36
97|27
97|39
97|99
97|68
97|63
97|98
97|65
97|95
97|89
97|13
97|54
97|41
97|79
97|87
97|44
97|19
97|32
97|21
97|35
97|18
97|59
97|73
86|73
86|39
86|35
86|68
86|54
86|99
86|44
86|32
86|65
86|13
86|95
86|36
86|89
86|18
86|24
86|59
86|87
86|63
86|97
86|79
86|98
86|19
86|27
86|41
89|78
89|47
89|22
89|63
89|58
89|48
89|49
89|13
89|21
89|75
89|33
89|39
89|35
89|87
89|72
89|62
89|32
89|46
89|79
89|44
89|68
89|27
89|73
89|11
78|97
78|24
78|37
78|85
78|98
78|42
78|69
78|51
78|59
78|86
78|65
78|41
78|26
78|19
78|18
78|95
78|55
78|53
78|94
78|14
78|47
78|36
78|17
78|54
72|14
72|19
72|11
72|95
72|54
72|97
72|55
72|18
72|17
72|41
72|37
72|53
72|26
72|94
72|51
72|42
72|86
72|85
72|33
72|78
72|59
72|75
72|47
72|69
42|19
42|18
42|86
42|94
42|54
42|65
42|36
42|79
42|37
42|85
42|26
42|59
42|89
42|44
42|97
42|55
42|41
42|51
42|95
42|17
42|32
42|99
42|24
42|98
21|86
21|58
21|46
21|94
21|14
21|85
21|47
21|51
21|55
21|17
21|62
21|26
21|48
21|75
21|22
21|37
21|53
21|49
21|11
21|72
21|33
21|69
21|78
21|42
63|72
63|46
63|33
63|42
63|68
63|62
63|48
63|75
63|87
63|47
63|22
63|13
63|78
63|58
63|27
63|39
63|35
63|69
63|73
63|49
63|21
63|53
63|14
63|11
94|65
94|44
94|17
94|59
94|97
94|98
94|32
94|26
94|18
94|63
94|24
94|54
94|95
94|36
94|19
94|99
94|55
94|86
94|89
94|37
94|35
94|79
94|41
94|51
73|51
73|49
73|78
73|13
73|33
73|21
73|55
73|53
73|75
73|14
73|58
73|27
73|22
73|11
73|94
73|42
73|46
73|17
73|72
73|48
73|47
73|69
73|85
73|62
62|26
62|51
62|53
62|48
62|58
62|18
62|85
62|72
62|17
62|33
62|37
62|59
62|47
62|14
62|86
62|22
62|78
62|75
62|42
62|69
62|97
62|11
62|94
62|55
69|86
69|98
69|42
69|65
69|89
69|94
69|51
69|26
69|24
69|55
69|14
69|18
69|54
69|17
69|19
69|53
69|59
69|41
69|36
69|95
69|97
69|37
69|99
69|85
99|62
99|58
99|22
99|27
99|44
99|39
99|11
99|68
99|87
99|72
99|48
99|13
99|35
99|78
99|21
99|75
99|32
99|63
99|49
99|79
99|73
99|89
99|33
99|46
18|99
18|46
18|73
18|87
18|98
18|68
18|54
18|36
18|32
18|65
18|41
18|95
18|49
18|24
18|89
18|35
